topic,topic_talkid
water,24322
TED-Ed,24322
animation,24322
biology,24322
physiology,24322
human_body,24322
science,24322
creativity,24249
design,24249
animation,24249
TED-Ed,24249
math,24249
TED-Ed,24017
animation,24017
insects,24017
science,24017
biology,24017
human_body,24017
food,24017
environment,24017
culture,24017
health,24147
TED-Ed,24147
human_body,24147
animation,24147
science,24147
biology,24147
collaboration,24260
creativity,24260
memory,24260
philosophy,24260
TED-Ed,24260
animation,24260
design,24488
engineering,24488
history,24488
technology,24488
invention,24488
energy,24488
TED-Ed,24488
animation,24488
animation,24006
TED-Ed,24006
animals,24006
disease,24006
biology,24006
climate_change,24006
science,24006
evolution,24006
insects,24006
consciousness,24113
psychology,24113
music,24113
TED-Ed,24113
animation,24113
hearing,24113
brain,24113
science,35605
future,35605
history,35605
paleontology,35605
dinosaurs,35605
future,35621
philosophy,35621
economics,35621
finance,35621
science,35621
TED-Ed,24020
animation,24020
science,24020
human_body,24020
biology,24020
medicine,24020
literature,24019
TED-Ed,24019
animation,24019
movies,24019
writing,24019
culture,24019
science_fiction,24019
book,24019
books,24019
politics,21913
Africa,21913
global_issues,21913
state-building,21913
immigration,21913
youth,21913
creativity,24393
music,24393
TED-Ed,24393
math,24393
animation,24393
AI,33880
work,33880
society,33880
social_change,33880
future,33880
machine_learning,33880
technology,33880
business,33880
humanity,33880
TED-Ed,33931
space,33931
animation,33931
science,33931
physics,33931
big_bang,33931
universe,33931
solar_system,33931
Planets,33931
education,35563
race,35563
children,35563
communication,35563
teaching,35563
parenting,35563
society,35563
social_change,35563
identity,35563
TED-Ed,31863
animation,31863
book,31863
books,31863
literature,31863
writing,31863
novel,31863
history,31863
health_care,34369
health,34369
data,34369
economics,34369
medicine,34369
innovation,34369
technology,34369
crowdsourcing,34369
public_health,34369
social_change,34369
United_States,34369
society,34369
TED-Ed,25132
books,25132
literature,25132
book,25132
Latin_America,25132
novel,25132
writing,25132
culture,25132
world_cultures,25132
animation,25132
history,25132
space,28172
TED-Ed,28172
universe,28172
science,28172
big_bang,28172
animation,35566
activism,35566
TED-Ed,35566
history,35566
culture,35566
community,35566
social_change,35566
race,35566
society,35566
education,33885
india,33885
children,33885
personal_growth,33885
potential,33885
future,33885
society,33885
social_change,33885
activism,33885
community,33885
women,33885
TED-Ed,24016
animation,24016
smell,24016
human_body,24016
science,24016
biology,24016
physiology,24016
history,23980
world_cultures,23980
culture,23980
performance_art,23980
performance,23980
dance,23980
Asia,23980
theater,23980
TED-Ed,23980
animation,23980
health,24396
public_health,24396
human_body,24396
TED-Ed,24396
physiology,24396
animation,24396
health_care,24396
healthcare,24396
TED-Ed,23891
animation,23891
health,23891
human_body,23891
health_care,23891
healthcare,23891
public_health,23891
physiology,23891
food,23891
science,23891
anthropology,24485
history,24485
literature,24485
TED-Ed,24485
books,24485
animation,24485
book,24485
culture,24485
world_cultures,24485
philosophy,24106
animation,24106
TED-Ed,24106
self,24106
exploration,24106
brain,24106
psychology,24106
consciousness,24106
big_problems,24106
animals,24091
insects,24091
animation,24091
TED-Ed,24091
ants,24091
biology,24091
science,24091
TED-Ed,24092
animation,24092
human_body,24092
science,24092
biology,24092
art,24092
history,24092
culture,24092
health,24178
animation,24178
human_body,24178
TED-Ed,24178
physiology,24178
disease,24178
cancer,24178
genetics,24178
animation,24035
space,24035
TED-Ed,24035
universe,24035
astronomy,24035
big_bang,24035
science,24035
animation,24462
TED-Ed,24462
virus,24462
disease,24462
history,24462
math,24462
natural_disaster,24462
TED-Ed,24003
animation,24003
science,24003
chemistry,24003
bacteria,24003
food,24003
history,35351
inequality,35351
activism,35351
policy,35351
social_change,35351
democracy,35351
protests,35351
politics,35351
society,35351
peace,35351
TED-Ed,23928
animation,23928
animals,23928
evolution,23928
education,23928
science,23928
genetics,23928
history,23928
TED-Ed,24053
physics,24053
animation,24053
food,24053
science,24053
philosophy,24220
psychology,24220
sociology,24220
TED-Ed,24220
animation,24220
animals,23912
TED-Ed,23912
animation,23912
oceans,23912
climate_change,23912
water,23912
science,23912
geology,23912
biology,23912
nature,23912
natural_resources,23912
history,24368
math,24368
TED-Ed,24368
animation,24368
humanity,24368
human_origins,24368
immigration,35497
politics,35497
society,35497
architecture,35497
humanity,35497
social_change,35497
art,35497
community,35497
United_States,35497
TED-Ed,35903
animation,35903
history,35903
literature,35903
science_fiction,35903
novel,35903
books,35903
race,35903
social_change,35903
culture,35903
society,35903
book,35903
diversity,35903
inclusion,35903
feminism,35903
animation,35897
TED-Ed,35897
math,35897
prison,35897
education,35897
crime,32265
criminal_justice,32265
law,32265
social_change,32265
society,32265
culture,32265
justice_system,32265
prison,32265
technology,32015
computers,32015
innovation,32015
science,32015
nature,32015
chemistry,32015
design,32015
potential,32015
future,32015
manufacturing,32015
activism,35565
protests,35565
social_change,35565
democracy,35565
Africa,35565
politics,35565
leadership,35565
corruption,35565
society,35565
animation,36214
art,36214
TED-Ed,36214
history,36214
painting,36214
identity,36214
arts,36214
culture,36214
world_cultures,36214
race,36214
human_body,36214
street_art,36214
creativity,24281
math,24281
TED-Ed,24281
animals,24281
brain,24281
animation,24281
education,24281
health,24468
animals,24468
animation,24468
oceans,24468
sex,24468
curiosity,24468
TED-Ed,24468
science,24468
evolution,24468
family,24468
genetics,24468
nature,24468
biology,24468
marine_biology,24468
ecology,24468
pregnancy,24468
monkeys,24468
biodiversity,24468
health,24463
animals,24463
animation,24463
death,24463
evolution,24463
TED-Ed,24463
disease,24463
aging,24463
science,24463
biology,24463
physiology,24463
health,24466
psychology,24466
public_health,24466
human_body,24466
animals,24466
TED-Ed,24466
animation,24466
health_care,24466
healthcare,24466
biology,24466
physiology,24466
science,24466
evolution,24466
science,23986
molecular_biology,23986
biology,23986
animation,23986
genetics,23986
evolution,23986
TED-Ed,23986
health,24286
psychology,24286
brain,24286
biology,24286
science,24286
mental_health,24286
disability,24286
animation,24286
TED-Ed,24286
health_care,24286
depression,24286
healthcare,24286
disease,24286
human_body,24286
illness,24286
healthcare,24072
heart_health,24072
health,24072
health_care,24072
public_health,24072
biology,24072
science,24072
human_body,24072
physiology,24072
TED-Ed,24072
animation,24072
TED-Ed,24064
animation,24064
universe,24064
space,24064
time,24064
physics,24064
history,24436
culture,24436
world_cultures,24436
ancient_world,24436
animals,24436
TED-Ed,24436
china,24436
space,24436
animation,24436
Asia,24436
collaboration,24414
creativity,24414
engineering,24414
memory,24414
math,24414
books,24414
algorithm,24414
book,24414
novel,24414
library,24414
technology,24414
animation,24414
TED-Ed,24414
memory,24321
math,24321
TED-Ed,24321
money,24321
animation,24321
family,24321
anthropology,24483
design,24483
health,24483
history,24483
public_health,24483
technology,24483
invention,24483
animation,24483
TED-Ed,24483
nuclear_energy,24483
war,36384
history,36384
society,36384
future,36384
global_issues,36384
animation,24048
TED-Ed,24048
math,24048
animation,24133
TED-Ed,24133
music,24133
world_cultures,24133
brain,24133
education,24133
culture,24133
animation,24301
TED-Ed,24301
math,24301
history,36404
storytelling,36404
education,36404
children,36404
television,36404
anthropology,35353
human_origins,35353
human_body,35353
humanity,35353
science,35353
paleontology,35353
technology,35353
evolution,35353
biology,35353
brain,35353
history,35353
TEDx,35353
health,24293
health_care,24293
public_health,24293
healthcare,24293
food,24293
exercise,24293
physiology,24293
human_body,24293
animation,24293
biology,24293
disease,24293
TED-Ed,24293
disability,24293
obesity,24293
health,24273
public_health,24273
human_body,24273
health_care,24273
healthcare,24273
TED-Ed,24273
animation,24273
biology,24273
physiology,24273
exercise,24273
science,24273
food,24273
creativity,24405
memory,24405
water,24405
rivers,24405
TED-Ed,24405
math,24405
animals,24405
animation,24405
natural_disaster,24405
technology,35764
invention,35764
solar_energy,35764
energy,35764
materials,35764
war,35764
sustainability,35764
design,35764
engineering,35764
architecture,35764
animation,36408
TED-Ed,36408
women,36408
feminism,36408
world_cultures,36408
culture,36408
violence,36408
race,36408
education,36408
big_problems,36408
identity,36408
gender_equality,36408
inequality,36408
activism,36408
gender,36408
United_States,36408
humanity,36408
journalism,36408
leadership,36408
inclusion,36408
justice_system,36408
life,36408
community,36408
history,36408
animation,35386
psychology,35386
TED-Ed,35386
mental_health,35386
brain,35386
human_body,35386
physiology,35386
TED_en_Español,32267
politics,32267
government,32267
innovation,32267
democracy,32267
history,32267
policy,32267
future,32267
leadership,32267
technology,32267
society,32267
social_change,32267
AI,32267
DNA,35766
TEDx,35766
science,35766
technology,35766
data,35766
future,35766
computers,35766
TED-Ed,33930
depression,33930
mental_health,33930
animation,33930
literature,33930
novel,33930
poetry,33930
culture,33930
book,33930
world_cultures,33930
books,33930
TED-Ed,23913
space,23913
animation,23913
solar_system,23913
universe,23913
science,23913
travel,23913
big_bang,23913
cosmos,23913
Planets,23913
health,24067
psychology,24067
science,24067
self,24067
relationships,24067
sex,24067
TED-Ed,24067
chemistry,24067
animation,24067
humanity,24067
brain,24067
human_body,24067
physiology,24067
math,36409
communication,36409
visualizations,36409
TEDx,36409
social_change,36409
society,36409
inequality,36409
animation,24199
science,24199
TED-Ed,24199
energy,24199
physics,24199
food,24199
design,24238
health,24238
public_health,24238
technology,24238
TED-Ed,24238
animation,24238
human_body,24238
physiology,24238
health_care,24238
healthcare,24238
TED-Ed,24343
brain,24343
animation,24343
mental_health,24343
psychology,24343
philosophy,24343
math,24343
history,24343
memory,24447
psychology,24447
TED-Ed,24447
animation,24447
health_care,24447
brain,24447
health,24447
human_body,24447
music,24447
healthcare,24447
health_care,35401
health,35401
society,35401
innovation,35401
future,35401
humanity,35401
disease,35401
illness,35401
personal_growth,35401
mental_health,35401
animation,36385
TED-Ed,36385
history,36385
physics,36385
water,36385
oceans,36385
geology,36385
art,36844
entertainment,36844
entrepreneur,36844
technology,36844
TEDx,32071
live_music,32071
medical_imaging,32071
music,32071
performance,32071
entertainment,32071
vocals,32071
funny,32071
creativity,32071
TED-Ed,35812
animation,35812
gay,35812
gender_equality,35812
government,35812
politics,35812
activism,35812
culture,35812
policy,35812
history,35812
world_cultures,35812
United_States,35812
Planets,36416
universe,36416
Moon,36416
science,36416
technology,36416
chemistry,36416
data,36416
solar_system,36416
nature,36416
space,36416
MacArthur_grant,36416
mental_health,36811
depression,36811
emotions,36811
science,36811
relationships,36811
nature,36770
natural_resources,36770
trees,36770
TED-Ed,36770
animation,36770
evolution,36770
biology,36770
social_media,36411
social_change,36411
culture,36411
society,36411
TEDMED,36411
mental_health,36411
psychology,36411
emotions,36411
depression,36411
animation,23930
TED-Ed,23930
math,23930
health,24219
sports,24219
TED-Ed,24219
exercise,24219
animation,24219
physics,24219
science,24219
consciousness,24275
health,24275
psychology,24275
brain,24275
human_body,24275
animation,24275
physiology,24275
healthcare,24275
health_care,24275
public_health,24275
TED-Ed,24275
history,24306
literature,24306
philosophy,24306
love,24306
animation,24306
TED-Ed,24306
brain,24306
relationships,24306
psychology,24306
science,24306
consciousness,23942
animation,23942
TED-Ed,23942
brain,23942
health,23942
sleep,23942
physiology,23942
healthcare,23942
biology,23942
human_body,23942
health_care,23942
health,24140
human_body,24140
TED-Ed,24140
animation,24140
science,24140
healthcare,24140
physiology,24140
health_care,24140
biology,24140
anthropology,24455
design,24455
health,24455
history,24455
world_cultures,24455
animation,24455
culture,24455
TED-Ed,24455
food,24455
innovation,24455
teaching,24254
math,24254
TED-Ed,24254
animation,24254
education,24254
health,24190
human_body,24190
TED-Ed,24190
physiology,24190
animation,24190
bacteria,24190
health_care,24190
public_health,24190
healthcare,24190
history,24303
war,24303
TED-Ed,24303
animation,24303
world_cultures,24303
culture,24303
Europe,24303
music,35945
live_music,35945
performance,35945
vocals,35945
sociology,24330
TED-Ed,24330
psychology,24330
history,24330
animation,24330
brain,24330
TED-Ed,24069
animation,24069
science,24069
animals,24069
evolution,24069
consciousness,24357
health,24357
history,24357
psychology,24357
public_health,24357
medicine,24357
medical_research,24357
invention,24357
TED-Ed,24357
science,24357
human_body,24357
animation,24357
AI,36479
machine_learning,36479
technology,36479
diversity,36479
programming,36479
algorithm,36479
software,36479
social_change,36479
TEDx,36479
computers,36479
inequality,36479
product_design,36479
code,36479
activism,36479
design,24196
engineering,24196
health,24196
public_health,24196
technology,24196
TED-Ed,24196
animation,24196
math,24196
health,24370
human_body,24370
animation,24370
physiology,24370
TED-Ed,24370
biology,24370
TED-Ed,24044
animation,24044
bees,24044
science,24044
biology,24044
nature,24044
climate_change,24044
farming,24044
insects,24044
animals,24472
TED-Ed,24472
animation,24472
biology,24472
evolution,24472
science,24472
collaboration,24474
TED-Ed,24474
math,24474
animation,24474
money,24474
consciousness,24268
health,24268
psychology,24268
TED-Ed,24268
human_body,24268
animation,24268
healthcare,24268
health_care,24268
public_health,24268
TED-Ed,24347
math,24347
animation,24347
TED-Ed,23976
science,23976
animation,23976
sight,23976
human_body,23976
physiology,23976
animation,36684
TED-Ed,36684
math,36684
TEDx,36762
science,36762
space,36762
astronomy,36762
technology,36762
nature,36762
discovery,36762
solar_system,36762
Planets,36762
universe,36762
NASA,36762
art,30108
beauty,30108
race,30108
creativity,30108
identity,30108
community,30108
humanity,30108
society,30108
TED-Ed,36215
animation,36215
medicine,36215
medical_imaging,36215
medical_research,36215
biology,36215
innovation,36215
invention,36215
"""Alzheimer",36215
"s""",36215
disability,36215
science,36215
testing,36215
health_care,36215
disease,36215
public_health,36215
cancer,36215
health,36215
technology,36215
healthcare,36215
environment,37225
sustainability,37225
nature,37225
bees,37225
botany,37225
natural_disaster,37225
biology,37225
science,37225
insects,37225
TEDx,37225
plants,37225
ecology,37225
natural_resources,37225
TED-Ed,32673
animation,32673
literature,32673
book,32673
books,32673
world_cultures,32673
culture,32673
money,32673
novel,32673
feminism,32673
children,36415
education,36415
parenting,36415
teaching,36415
emotions,36415
creativity,36415
health,24331
illness,24331
animation,24331
public_health,24331
disease,24331
health_care,24331
TED-Ed,24331
human_body,24331
physiology,24331
healthcare,24331
anthropology,24481
history,24481
china,24481
world_cultures,24481
culture,24481
TED-Ed,24481
animation,24481
food,24481
health,24399
public_health,24399
healthcare,24399
TED-Ed,24399
animation,24399
health_care,24399
archaeology,24399
TED-Ed,23938
language,23938
animation,23938
history,23938
culture,23938
world_cultures,23938
sustainability,37346
TEDx,37346
future,37346
technology,37346
solar_energy,37346
science,37346
design,37346
energy,37346
electricity,37346
innovation,37346
anthropology,24482
history,24482
literature,24482
TED-Ed,24482
animation,24482
animation,24024
science,24024
TED-Ed,24024
Planets,24024
universe,24024
space,24024
physics,24024
health,24230
public_health,24230
food,24230
human_body,24230
physiology,24230
TED-Ed,24230
animation,24230
psychology,24340
decision-making,24340
math,24340
TED-Ed,24340
animation,24340
economics,24340
health,24356
brain,24356
food,24356
human_body,24356
public_health,24356
animation,24356
TED-Ed,24356
biology,24356
science,24356
philosophy,24136
math,24136
history,24136
animation,24136
TED-Ed,24136
ancient_world,24136
universe,24136
language,24136
invention,24136
design,24339
engineering,24339
technology,24339
computers,24339
history,24339
animation,24339
TED-Ed,24339
memory,24339
invention,24339
innovation,24339
health,24204
human_body,24204
public_health,24204
animation,24204
TED-Ed,24204
physiology,24204
health,24049
public_health,24049
food,24049
animation,24049
TED-Ed,24049
human_body,24049
physiology,24049
creativity,24227
literature,24227
writing,24227
history,24227
language,24227
TED-Ed,24227
animation,24227
grammar,24227
language,24382
speech,24382
writing,24382
TED-Ed,24382
animation,24382
global_issues,24095
climate_change,24095
physics,24095
TED-Ed,24095
science,24095
nature,24095
animation,24095
natural_resources,24095
consciousness,24105
animation,24105
sight,24105
TED-Ed,24105
brain,24105
art,24105
science,24105
collaboration,24350
history,24350
sociology,24350
language,24350
culture,24350
TED-Ed,24350
world_cultures,24350
animation,24350
brain,24350
health,24266
history,24266
women,24266
animals,24266
public_health,24266
animation,24266
TED-Ed,24266
science,24266
physiology,24266
evolution,24266
biology,24266
feminism,24266
creativity,24183
design,24183
engineering,24183
history,24183
philosophy,24183
technology,24183
TED-Ed,24183
animation,24183
architecture,24183
ancient_world,24183
language,24183
animation,32054
culture,32054
TED-Ed,32054
world_cultures,32054
novel,32054
literature,32054
book,32054
history,32054
books,32054
identity,32054
language,32054
politics,32054
TED-Ed,36478
performance,36478
live_music,36478
music,36478
personal_growth,36478
animals,37122
TED-Ed,37122
history,37122
evolution,37122
world_cultures,37122
animation,37122
culture,37122
health,37856
exploration,37856
human_body,37856
space,37856
medical_research,37856
PTSD,19831
depression,19831
medicine,19831
medical_research,19831
science,19831
pharmaceuticals,19831
brain,19831
mental_health,19831
neuroscience,19831
humanity,19831
chemistry,19831
disease,19831
health,19831
TED_Fellows,19831
bacteria,37137
science,37137
microbiology,37137
biology,37137
health,37137
TEDx,37137
microbes,37137
disease,37137
health_care,37137
medical_research,37137
medicine,37137
technology,37137
history,36659
TED_Residency,36659
Transgender,36659
society,36659
social_change,36659
inequality,36659
activism,36659
identity,36659
LGBT,36659
culture,36659
art,36771
painting,36771
pain,36771
arts,36771
disability,36771
animation,36771
TED-Ed,36771
relationships,36771
feminism,36771
world_cultures,36771
human_body,36771
women,36771
Latin_America,36771
culture,36771
music,37382
live_music,37382
vocals,37382
performance,37382
history,37382
heart_health,37746
human_body,37746
humanity,37746
biology,37746
health,37746
medical_research,37746
medicine,37746
technology,37746
TEDx,37746
space,37861
science,37861
universe,37861
astronomy,37861
cosmos,37861
storytelling,37861
history,37861
exploration,37861
rocket_science,37861
TED_Fellows,37861
Planets,37861
TEDx,37861
NASA,37861
Moon,37861
TED-Ed,37985
writing,37985
love,37985
poetry,37985
animation,37985
relationships,37985
anthropology,24486
history,24486
religion,24486
ancient_world,24486
TED-Ed,24486
world_cultures,24486
animation,24486
culture,24486
TED-Ed,23894
space,23894
animation,23894
universe,23894
Planets,23894
asteroid,23894
humanity,23894
Sun,23894
animation,24317
brain,24317
TED-Ed,24317
education,24317
hack,24317
human_body,24317
TED-Ed,24045
animation,24045
animals,24045
ecology,24045
energy,24045
food,24045
creativity,24402
history,24402
literature,24402
philosophy,24402
TED-Ed,24402
ancient_world,24402
animation,24402
animals,23887
fish,23887
animation,23887
TED-Ed,23887
science,23887
evolution,23887
oceans,23887
biology,23887
invention,23887
innovation,23887
technology,23887
creativity,24435
memory,24435
philosophy,24435
psychology,24435
neuroscience,24435
neurology,24435
animation,24435
TED-Ed,24435
human_body,24435
brain,24435
education,24435
science,24435
anthropology,24262
history,24262
space,24262
animation,24262
TED-Ed,24262
resources,24262
science,24262
anthropology,24255
design,24255
engineering,24255
history,24255
technology,24255
TED-Ed,24255
animation,24255
architecture,24255
innovation,24255
invention,24255
ancient_world,24255
Asia,24255
china,24255
culture,24255
world_cultures,24255
music,23936
literature,23936
animation,23936
TED-Ed,23936
brain,23936
TED-Ed,24131
animation,24131
animals,24131
physics,24131
science,24131
quantum_physics,24131
health,24261
personality,24261
psychology,24261
animation,24261
mental_health,24261
TED-Ed,24261
hack,24261
human_body,24261
happiness,24261
TED-Ed,24119
animation,24119
science,24119
physics,24119
quantum_physics,24119
universe,24119
animals,24283
animation,24283
oceans,24283
TED-Ed,24283
brain,24283
biology,24283
evolution,24283
science,24283
literature,24126
philosophy,24126
psychology,24126
humanity,24126
depression,24126
brain,24126
public_health,24126
mental_health,24126
animation,24126
human_body,24126
health,24126
TED-Ed,24126
design,24457
TED-Ed,24457
animals,24457
science,24457
animation,24457
biology,24457
nature,24457
evolution,24457
health,24298
TED-Ed,24298
nature,24298
animals,24298
animation,24298
physiology,24298
human_body,24298
biology,24298
science,24298
anthropology,24168
collaboration,24168
design,24168
engineering,24168
health,24168
history,24168
technology,24168
evolution,24168
TED-Ed,24168
animation,24168
human_body,24168
physiology,24168
science,24168
biology,24168
health,24316
public_health,24316
animation,24316
cancer,24316
TED-Ed,24316
human_body,24316
healthcare,24316
innovation,24316
health_care,24316
science,24316
disease,24316
invention,24316
illness,24316
physiology,24316
TED-Ed,24328
animation,24328
education,24328
language,24328
history,24328
evolution,24328
grammar,24328
writing,24328
speech,24328
TED-Ed,36685
economics,36685
animation,36685
business,36685
behavioral_economics,36685
history,36685
children,37739
parenting,37739
money,37739
brain,37739
neuroscience,37739
poverty,37739
inequality,37739
economics,37739
art,37442
creativity,37442
community,37442
culture,37442
society,37442
humanity,37442
refugees,36063
society,36063
identity,36063
community,36063
humanity,36063
culture,36063
immigration,36063
social_change,36063
global_issues,36063
collaboration,36063
TED_Residency,36063
animation,36217
history,36217
TED-Ed,36217
culture,36217
world_cultures,36217
glacier,36217
climate_change,36217
innovation,36217
war,36217
invention,36217
science,36217
oceans,36217
water,36217
health,24387
public_health,24387
pregnancy,24387
women,24387
TED-Ed,24387
animation,24387
human_body,24387
healthcare,24387
physiology,24387
health_care,24387
science,24387
family,24387
decision-making,24387
biology,24387
psychology,23956
TED-Ed,23956
animation,23956
brain,23956
human_body,23956
design,24166
engineering,24166
technology,24166
TED-Ed,24166
invention,24166
innovation,24166
animation,24166
telescopes,24166
science,24166
animals,24471
TED-Ed,24471
animation,24471
sex,24471
biology,24471
evolution,24471
science,24471
health,38286
animals,38286
emotions,38286
healthcare,38286
humanity,38286
TEDx,38072
medical_research,38072
AI,38072
innovation,38072
science,38072
health,38072
technology,38072
health_care,38072
TED-Ed,23895
space,23895
animation,23895
universe,23895
physics,23895
Planets,23895
science,23895
history,24240
literature,24240
philosophy,24240
TED-Ed,24240
animation,24240
psychology,24240
identity,24240
self,24240
design,24490
health,24490
history,24490
public_health,24490
technology,24490
invention,24490
science,24490
cancer,24490
innovation,24490
medical_research,24490
women,24490
feminism,24490
medicine,24490
chemistry,24490
physics,24490
disease,24490
Nobel_Prize,24490
TED-Ed,24490
discovery,24490
animation,24490
animation,23927
science,23927
TED-Ed,23927
space,23927
Planets,23927
physics,23927
universe,23927
astronomy,23927
physiology,23927
human_body,23927
TED-Ed,24109
animals,24109
animation,24109
physics,24109
quantum_physics,24109
science,24109
creativity,24158
design,24158
engineering,24158
technology,24158
sight,24158
human_body,24158
science,24158
evolution,24158
biology,24158
physiology,24158
animation,24158
TED-Ed,24158
anthropology,24453
history,24453
literature,24453
psychology,24453
religion,24453
culture,24453
ancient_world,24453
world_cultures,24453
TED-Ed,24453
animation,24453
design,24171
engineering,24171
technology,24171
sound,24171
travel,24171
math,24171
science,24171
flight,24171
TED-Ed,24171
animation,24171
memory,24379
TED-Ed,24379
philosophy,24379
animation,24379
money,24379
choice,24379
decision-making,24379
anthropology,24152
health,24152
philosophy,24152
religion,24152
death,24152
life,24152
animation,24152
TED-Ed,24152
human_body,24152
science,24152
history,23886
TED-Ed,23886
ancient_world,23886
animation,23886
anthropology,23886
culture,23886
world_cultures,23886
health,24351
public_health,24351
human_body,24351
life,24351
death,24351
TED-Ed,24351
animation,24351
physiology,24351
biology,24351
time,24351
aging,24351
philosophy,24278
religion,24278
sociology,24278
animation,24278
life,24278
pain,24278
choice,24278
TED-Ed,24278
health,24209
personality,24209
psychology,24209
TED-Ed,24209
mental_health,24209
health_care,24209
animation,24209
healthcare,24209
medicine,24209
public_health,24209
disability,24209
disease,24209
decision-making,24209
brain,24209
history,24130
discovery,24130
Latin_America,24130
disease,24130
Slavery,24130
TED-Ed,24130
culture,24130
United_States,24130
animation,24130
indigenous_peoples,24130
world_cultures,24130
journalism,37467
communication,37467
politics,37467
social_change,37467
society,37467
media,37467
democracy,37467
news,37467
animation,37123
TED-Ed,37123
natural_disaster,37123
natural_resources,37123
nature,37123
science,37123
Planets,37123
climate_change,37123
refugees,37123
invention,37123
innovation,37123
weather,37123
technology,37123
relationships,37498
love,37498
life,37498
death,37498
personal_growth,37498
humanity,37498
writing,37498
family,37498
technology,32190
sight,32190
Senses,32190
blindness,32190
innovation,32190
future,32190
TED_Residency,32190
design,32190
invention,32190
entrepreneur,32190
science,37760
brain,37760
psychology,37760
youth,37760
neuroscience,37760
decision-making,37760
animals,37758
plants,37758
TED-Ed,37758
animation,37758
science,37758
nature,37758
biology,37758
insects,37758
consciousness,24111
brain,24111
memory,24111
medical_research,24111
disease,24111
medicine,24111
TED-Ed,24111
health_care,24111
physiology,24111
human_body,24111
healthcare,24111
history,24111
science,24111
health,24111
animation,24111
Surgery,24111
health,24361
public_health,24361
animation,24361
TED-Ed,24361
human_body,24361
obesity,24361
exercise,24361
medical_research,24361
disease,24361
health_care,24361
illness,24361
medicine,24361
healthcare,24361
heart_health,24361
health,24480
public_health,24480
medicine,24480
medical_research,24480
science,24480
human_body,24480
biology,24480
physiology,24480
TED-Ed,24480
animation,24480
animation,24063
TED-Ed,24063
math,24063
education,24063
design,24063
psychology,24323
TED-Ed,24323
animation,24323
fish,24323
animals,24323
water,24323
oceans,24323
memory,24323
rivers,24323
brain,24323
consciousness,24323
health,24458
public_health,24458
food,24458
bacteria,24458
healthcare,24458
health_care,24458
human_body,24458
biology,24458
animation,24458
TED-Ed,24458
social_change,37787
community,37787
activism,37787
gender_equality,37787
society,37787
identity,37787
women,37787
psychology,24026
brain,24026
science,24026
human_body,24026
health,24026
intelligence,24026
neurology,24026
animation,24026
TED-Ed,24026
neuroscience,24026
consciousness,24185
creativity,24185
design,24185
engineering,24185
philosophy,24185
psychology,24185
technology,24185
robots,24185
TED-Ed,24185
science,24185
robot,24185
animation,24185
machine_learning,24185
history,24208
religion,24208
money,24208
Africa,24208
ancient_world,24208
culture,24208
world_cultures,24208
TED-Ed,24208
animation,24208
anthropology,24156
history,24156
sociology,24156
Slavery,24156
race,24156
animation,24156
TED-Ed,24156
religion,24156
inequality,24156
humanity,24156
Africa,24156
economics,24156
United_States,24156
education,24156
community,24156
philosophy,23971
love,23971
animation,23971
TED-Ed,23971
brain,23971
evolution,23971
emotions,23971
relationships,23971
evolutionary_psychology,23971
science,23971
health,24246
public_health,24246
TED-Ed,24246
physiology,24246
human_body,24246
animation,24246
evolution,24246
biology,24246
genetics,24246
TED-Ed,23968
animation,23968
Moon,23968
space,23968
illusion,23968
sight,23968
science,23968
history,23981
science,23981
TED-Ed,23981
geology,23981
animation,23981
medical_research,23981
human_body,23981
ancient_world,23981
evolution,23981
paleontology,23981
health,24443
heart_health,24443
health_care,24443
human_body,24443
healthcare,24443
TED-Ed,24443
animation,24443
illness,24443
disease,24443
physiology,24443
biology,24443
medical_research,24443
medicine,24443
universe,24012
animation,24012
death,24012
TED-Ed,24012
space,24012
energy,24012
dark_matter,24012
science,24012
design,24392
engineering,24392
technology,24392
TED-Ed,24392
humanity,24392
animation,24392
space,24392
universe,24392
education,35767
children,35767
Africa,35767
women,35767
parenting,35767
teaching,35767
social_change,35767
feminism,35767
gender_equality,35767
inequality,35767
activism,35767
global_issues,39220
capitalism,39220
global_development,39220
economics,39220
government,39220
social_change,39331
social_media,39331
democracy,39331
politics,39331
government,39331
history,39331
society,39331
law,39331
culture,39331
leadership,39331
future,39331
global_issues,39331
Internet,39331
data,39331
innovation,37986
robots,37986
human_body,37986
science,37986
design,37986
technology,37986
future,37986
invention,37986
prosthetics,37986
engineering,37986
nature,37986
TEDx,37986
inequality,39236
beauty,39236
global_issues,39236
race,39236
business,39236
social_change,39498
social_media,39498
Internet,39498
communication,39498
culture,39498
technology,39498
democracy,39498
entrepreneur,39498
science,39503
astronomy,39503
physics,39503
collaboration,39503
nature,39503
technology,39503
universe,39503
visualizations,39503
telescopes,39503
space,39503
education,39584
TED_Fellows,39584
science,39584
biology,39584
life,39584
race,39584
sex,39584
TED_Fellows,38297
technology,38297
pollution,38297
environment,38297
Anthropocene,38297
science,38297
sustainability,38297
invention,38297
climate_change,38297
design,38297
business,787
happiness,787
life,787
mind,787
psychology,787
self,787
biology,39689
CRISPR,39689
genetics,39689
science,39689
disease,39689
technology,39689
future,39689
molecular_biology,39689
innovation,39689
biotech,39689
health,39689
virus,39689
consciousness,23903
TED-Ed,23903
animation,23903
sight,23903
brain,23903
science,23903
neurology,23903
neuroscience,23903
animation,38073
